Mois;UIC;Nom gare;Nombre de non-conformites;Nombre d'observations;Taux de conformite
2019-06;87476200;Auray;12;283;95.76
2019-06;87485300;Niort;15;471;96.82
2019-06;87571216;Vendome - Villiers-sur-Loir;26;423;93.85
2019-06;87574004;Blois - Chambord;27;282;90.43
2019-06;87575142;Chatellerault;9;238;96.22
2019-06;87576009;Vierzon;11;409;97.31
2019-06;87581009;Bordeaux Saint-Jean;65;781;91.68
2019-06;87584052;Libourne;5;224;97.77
2019-06;87611004;Toulouse Matabiau;13;534;97.57
2019-06;87673202;Dax;30;331;90.94
2019-06;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;32;662;95.17
2019-06;87688887;Montpellier Sud de France;19;488;96.11
2019-06;87746008;Annecy;12;369;96.75
2019-06;87747006;Grenoble;13;352;96.31
2019-06;87751008;Marseille Saint-Charles;75;681;88.99
2019-06;87755009;Toulon;45;638;92.95
2019-06;87756056;Nice;66;799;91.74
2019-06;87781278;Agde;24;252;90.48
2019-06;87784009;Perpignan;14;452;96.9
2017-07;87276691;Compiegne;15;238;93.7
2017-07;87281071;Calais - Frethun;18;765;97.65
2017-07;87345009;Douai;47;599;92.15
2017-07;87391003;Paris Montparnasse Hall 1 & 2;106;1814;94.16
2017-07;87471003;Rennes;62;463;86.61
2017-07;87485300;Niort;47;544;91.36
2017-07;87547000;Paris Austerlitz;41;562;92.7
2017-07;87575001;Poitiers;41;571;92.82
2017-07;87576009;Vierzon;12;322;96.27
2017-07;87611244;Montauban Ville Bourbon;14;327;95.72
2017-07;87615286;Carcassonne;18;434;95.85
2017-07;87671339;Lourdes;6;560;98.93
2017-07;87673004;Bayonne;40;426;90.61
2017-07;87673400;Biarritz;23;365;93.7
2017-07;87713040;Dijon;50;790;93.67
2017-07;87732008;Vichy;9;317;97.16
2017-07;87734004;Clermont-Ferrand;48;488;90.16
2017-07;87755447;Les Arcs - Draguignan;36;463;92.22
2017-07;87757625;Cannes;183;1015;81.97
2017-07;87781104;Narbonne;50;451;88.91
2018-07;87111849;Marne-la-Vallee Chessy;50;694;92.8
2018-07;87113001;Paris Est;45;564;92.02
2018-07;87171009;Reims;9;704;98.72
2018-07;87172007;Charleville-Mezieres;10;736;98.64
2018-07;87182063;Mulhouse;7;522;98.66
2018-07;87271007;Paris Gare du Nord;151;1467;89.71
2018-07;87281006;Dunkerque;68;530;87.17
2018-07;87281071;Calais - Frethun;19;578;96.71
2018-07;87300863;Besancon Franche-Comte TGV;22;298;92.62
2018-07;87313874;Amiens;75;616;87.82
2018-07;87313882;TGV Haute Picardie;29;612;95.26
2018-07;87318964;Avignon TGV;26;429;93.94
2018-07;87342014;Arras;70;726;90.36
2018-07;87343004;Valenciennes;13;560;97.68
2018-07;87396002;Le Mans;88;652;86.5
2018-07;87543017;Les Aubrais;14;288;95.14
2018-07;87575142;Chatellerault;12;233;94.85
2018-07;87732008;Vichy;14;318;95.6
2018-07;87741728;Moutiers - Salins - Brides-les-Bains;14;128;89.06
2018-07;87746008;Annecy;20;381;94.75
2018-07;87755009;Toulon;29;642;95.48
2018-07;87755447;Les Arcs - Draguignan;63;504;87.5
2019-07;87182063;Mulhouse;11;536;97.95
2019-07;87212027;Strasbourg;46;718;93.59
2019-07;87281006;Dunkerque;38;439;91.34
2019-07;87300863;Besancon Franche-Comte TGV;14;297;95.29
2019-07;87313874;Amiens;35;519;93.26
2019-07;87391003;Paris Montparnasse Hall 1 & 2;92;1891;95.13
2019-07;87413013;Le Havre;16;238;93.28
2019-07;87444265;Lisieux;11;275;96.0
2019-07;87571216;Vendome - Villiers-sur-Loir;47;421;88.84
2019-07;87571240;Saint-Pierre-des-Corps;34;610;94.43
2019-07;87575001;Poitiers;25;510;95.1
2019-07;87584052;Libourne;24;310;92.26
2019-07;87751008;Marseille Saint-Charles;57;683;91.65
2019-07;87756056;Nice;65;802;91.9
2019-07;87757526;Saint-Raphael Valescure;61;789;92.27
2019-07;87757625;Cannes;108;782;86.19
2019-07;87757674;Antibes;83;681;87.81
2019-07;87762906;Lyon Saint-Exupery TGV;34;347;90.2
2019-07;87784009;Perpignan;27;519;94.8
2017-08;87111849;Marne-la-Vallee Chessy;60;683;91.22
2017-08;87141002;Nancy;54;644;91.61
2017-08;87171009;Reims;15;799;98.12
2017-08;87223263;Lille Europe;18;496;96.37
2017-08;87271007;Paris Gare du Nord transmanche;128;1293;90.1
2017-08;87271007;Paris Gare du Nord;128;1293;90.1
2017-08;87281006;Dunkerque;23;461;95.01
2017-08;87300863;Besancon Franche-Comte TGV;15;296;94.93
2017-08;87318964;Avignon TGV;36;504;92.86
2017-08;87384008;Paris Saint-Lazare;24;595;95.97
2017-08;87387001;evreux Normandie;23;222;89.64
2017-08;87473009;Saint-Brieuc;31;318;90.25
2017-08;87476200;Auray;11;149;92.62
2017-08;87476606;Vannes;90;453;80.13
2017-08;87571000;Tours;44;598;92.64
2017-08;87571240;Saint-Pierre-des-Corps;14;642;97.82
2017-08;87581009;Bordeaux Saint-Jean;74;705;89.5
2017-08;87592006;Limoges Benedictins;37;772;95.21
2017-08;87672006;Pau;16;342;95.32
2017-08;87673004;Bayonne;96;301;68.11
2017-08;87722025;Lyon Perrache;18;692;97.4
2017-08;87745000;Bellegarde;54;499;89.18
2017-08;87755009;Toulon;57;702;91.88
2017-08;87756056;Nice;158;820;80.73
2017-08;87764001;Montelimar;27;307;91.21
2017-08;87775007;Nimes;43;725;94.07
2018-08;87171926;Champagne-Ardenne TGV;37;533;93.06
2018-08;87172007;Charleville-Mezieres;14;715;98.04
2018-08;87192039;Metz Ville;29;618;95.31
2018-08;87281071;Calais - Frethun;22;644;96.58
2018-08;87300863;Besancon Franche-Comte TGV;14;287;95.12
2018-08;87345009;Douai;32;590;94.58
2018-08;87345025;Lens;27;591;95.43
2018-08;87391003;Paris Montparnasse Hall 1 & 2;94;1888;95.02
2018-08;87393702;Massy TGV;24;701;96.58
2018-08;87396002;Le Mans;123;660;81.36
2018-08;87411017;Rouen Rive Droite;43;644;93.32
2018-08;87471003;Rennes;37;423;91.25
2018-08;87474007;Brest;38;413;90.8
2018-08;87474098;Quimper;0;85;100.0
2018-08;87485300;Niort;11;200;94.5
2018-08;87543017;Les Aubrais;13;285;95.44
2018-08;87547000;Paris Austerlitz;46;598;92.31
2018-08;87571216;Vendome - Villiers-sur-Loir;19;422;95.5
2018-08;87576207;Bourges;5;202;97.52
2018-08;87581009;Bordeaux Saint-Jean;69;683;89.9
2018-08;87584052;Libourne;7;306;97.71
2018-08;87611004;Toulouse Matabiau;33;661;95.01
2018-08;87673202;Dax;21;413;94.92
2018-08;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;36;648;94.44
2018-08;87741009;Chambery - Challes-les-Eaux;66;734;91.01
2018-08;87741793;Bourg-Saint-Maurice;6;80;92.5
2018-08;87755447;Les Arcs - Draguignan;39;504;92.26
2018-08;87756056;Nice;93;748;87.57
2018-08;87762906;Lyon Saint-Exupery TGV;28;324;91.36
2018-08;87781005;Beziers;51;402;87.31
2019-08;87147322;Meuse TGV;15;362;95.86
2019-08;87171009;Reims;16;792;97.98
2019-08;87171926;Champagne-Ardenne TGV;44;516;91.47
2019-08;87212027;Strasbourg;31;815;96.2
2019-08;87271007;Paris Gare du Nord transmanche;94;1450;93.52
2019-08;87276691;Compiegne;13;222;94.14
2019-08;87300822;Belfort - Montbeliard TGV;30;329;90.88
2019-08;87391003;Paris Montparnasse Hall 1 & 2;103;1878;94.52
2019-08;87393702;Massy TGV;24;629;96.18
2019-08;87476200;Auray;14;213;93.43
2019-08;87543009;Orleans;34;612;94.44
2019-08;87543017;Les Aubrais;27;315;91.43
2019-08;87571240;Saint-Pierre-des-Corps;29;607;95.22
2019-08;87575142;Chatellerault;14;242;94.21
2019-08;87581009;Bordeaux Saint-Jean;61;855;92.87
2019-08;87615286;Carcassonne;7;206;96.6
2019-08;87671339;Lourdes;3;320;99.06
2019-08;87672006;Pau;20;346;94.22
2019-08;87673004;Bayonne;18;294;93.88
2019-08;87673202;Dax;20;337;94.07
2019-08;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;6;242;97.52
2019-08;87741793;Bourg-Saint-Maurice;3;79;96.2
2019-08;87751008;Marseille Saint-Charles;93;650;85.69
2019-08;87781278;Agde;58;399;85.46
2017-10;87212027;Strasbourg;53;677;92.17
2017-10;87223263;Lille Europe;26;652;96.01
2017-10;87276691;Compiegne;14;220;93.64
2017-10;87313874;Amiens;39;546;92.86
2017-10;87313882;TGV Haute Picardie;8;630;98.73
2017-10;87345025;Lens;33;518;93.63
2017-10;87411017;Rouen Rive Droite;121;643;81.18
2017-10;87413013;Le Havre;11;431;97.45
2017-10;87474007;Brest;22;333;93.39
2017-10;87481705;Saint-Nazaire;30;334;91.02
2017-10;87543017;Les Aubrais;12;244;95.08
2017-10;87547000;Paris Austerlitz;45;599;92.49
2017-10;87597005;Chateauroux;8;340;97.65
2017-10;87755447;Les Arcs - Draguignan;26;459;94.34
2017-10;87775007;Nimes;18;710;97.46
2017-10;87784009;Perpignan;11;216;94.91
2018-10;87118000;Troyes;17;283;93.99
2018-10;87147322;Meuse TGV;9;350;97.43
2018-10;87171009;Reims;12;599;98.0
2018-10;87271007;Paris Gare du Nord;125;1455;91.41
2018-10;87345025;Lens;39;666;94.14
2018-10;87393702;Massy TGV;33;634;94.79
2018-10;87444877;Cherbourg;9;330;97.27
2018-10;87476002;Lorient Bretagne Sud;26;254;89.76
2018-10;87481002;Nantes;36;586;93.86
2018-10;87484006;Angers Saint-Laud;46;647;92.89
2018-10;87486019;La Roche-sur-Yon;19;300;93.67
2018-10;87571000;Tours;29;595;95.13
2018-10;87571240;Saint-Pierre-des-Corps;29;537;94.6
2018-10;87584052;Libourne;12;305;96.07
2018-10;87586008;Agen;20;327;93.88
2018-10;87592006;Limoges Benedictins;11;328;96.65
2018-10;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;11;303;96.37
2018-10;87696005;Nevers;20;303;93.4
2018-10;87718007;Besancon Viotte;38;647;94.13
2018-10;87732008;Vichy;12;317;96.21
2018-10;87741728;Moutiers - Salins - Brides-les-Bains;9;106;91.51
2018-10;87751008;Marseille Saint-Charles;64;635;89.92
2018-10;87757526;Saint-Raphael Valescure;54;757;92.87
2018-10;87757674;Antibes;85;795;89.31
2018-10;87764001;Montelimar;21;305;93.11
2018-10;87773002;Montpellier Saint-Roch;56;731;92.34
2017-11;87113001;Paris Est;39;608;93.59
2017-11;87141002;Nancy;47;640;92.66
2017-11;87147322;Meuse TGV;12;222;94.59
2017-11;87172007;Charleville-Mezieres;18;552;96.74
2017-11;87212027;Strasbourg;47;664;92.92
2017-11;87281071;Calais - Frethun;31;631;95.09
2017-11;87313882;TGV Haute Picardie;8;480;98.33
2017-11;87319012;Aix-en-Provence TGV;100;668;85.03
2017-11;87387001;evreux Normandie;25;296;91.55
2017-11;87391003;Paris Montparnasse Hall 1 & 2;113;1853;93.9
2017-11;87473009;Saint-Brieuc;24;340;92.94
2017-11;87592006;Limoges Benedictins;11;327;96.64
2017-11;87671339;Lourdes;1;379;99.74
2017-11;87672006;Pau;9;344;97.38
2017-11;87722025;Lyon Perrache;14;673;97.92
2017-11;87741728;Moutiers - Salins - Brides-les-Bains;6;106;94.34
2017-11;87743005;Bourg-en-Bresse;31;400;92.25
2017-11;87746008;Annecy;16;392;95.92
2017-11;87756056;Nice;54;703;92.32
2017-11;87762906;Lyon Saint-Exupery TGV;33;378;91.27
2017-11;87764001;Montelimar;31;361;91.41
2017-11;87773002;Montpellier Saint-Roch;51;662;92.3
2017-11;87773200;Sete;30;396;92.42
2017-11;87781005;Beziers;25;491;94.91
2017-11;87784009;Perpignan;18;302;94.04
2018-11;87111849;Marne-la-Vallee Chessy;44;693;93.65
2018-11;87118000;Troyes;12;239;94.98
2018-11;87171926;Champagne-Ardenne TGV;57;537;89.39
2018-11;87182063;Mulhouse;10;523;98.09
2018-11;87271007;Paris Gare du Nord transmanche;119;1445;91.76
2018-11;87271007;Paris Gare du Nord;119;1445;91.76
2018-11;87444372;Trouville - Deauville;8;149;94.63
2018-11;87444877;Cherbourg;8;264;96.97
2018-11;87473009;Saint-Brieuc;25;301;91.69
2018-11;87474007;Brest;20;301;93.36
2018-11;87476002;Lorient Bretagne Sud;15;262;94.27
2018-11;87476200;Auray;10;211;95.26
2018-11;87481705;Saint-Nazaire;7;280;97.5
2018-11;87484006;Angers Saint-Laud;37;676;94.53
2018-11;87485300;Niort;11;266;95.86
2018-11;87543017;Les Aubrais;11;284;96.13
2018-11;87594002;Brive-la-Gaillarde;3;344;99.13
2018-11;87611004;Toulouse Matabiau;21;640;96.72
2018-11;87725705;Macon Loche TGV;8;246;96.75
2018-11;87741009;Chambery - Challes-les-Eaux;50;749;93.32
2018-11;87741728;Moutiers - Salins - Brides-les-Bains;10;170;94.12
2018-11;87743005;Bourg-en-Bresse;14;400;96.5
2018-11;87773002;Montpellier Saint-Roch;56;746;92.49
2017-12;87142109;Lorraine TGV;12;249;95.18
2017-12;87147322;Meuse TGV;14;289;95.16
2017-12;87182063;Mulhouse;10;423;97.64
2017-12;87271007;Paris Gare du Nord transmanche;131;1280;89.77
2017-12;87271007;Paris Gare du Nord;131;1280;89.77
2017-12;87281006;Dunkerque;20;343;94.17
2017-12;87300822;Belfort - Montbeliard TGV;21;332;93.67
2017-12;87543017;Les Aubrais;13;188;93.09
2017-12;87547000;Paris Austerlitz;44;591;92.55
2017-12;87571000;Tours;26;586;95.56
2017-12;87571216;Vendome - Villiers-sur-Loir;34;411;91.73
2017-12;87574004;Blois - Chambord;20;281;92.88
2017-12;87611244;Montauban Ville Bourbon;19;322;94.1
2017-12;87718007;Besancon Viotte;34;572;94.06
2017-12;87723197;Lyon Part Dieu;41;715;94.27
2017-12;87741728;Moutiers - Salins - Brides-les-Bains;9;278;96.76
2017-12;87741793;Bourg-Saint-Maurice;15;316;95.25
2017-12;87747006;Grenoble;19;577;96.71
2017-12;87762906;Lyon Saint-Exupery TGV;39;384;89.84
2018-12;87113001;Paris Est;35;577;93.93
2018-12;87147322;Meuse TGV;11;356;96.91
2018-12;87271007;Paris Gare du Nord;112;1453;92.29
2018-12;87281071;Calais - Frethun;17;592;97.13
2018-12;87342014;Arras;39;664;94.13
2018-12;87345009;Douai;48;576;91.67
2018-12;87473009;Saint-Brieuc;26;320;91.88
2018-12;87474098;Quimper;1;166;99.4
2018-12;87476606;Vannes;25;356;92.98
2018-12;87478107;Saint-Malo;22;259;91.51
2018-12;87485300;Niort;8;266;96.99
2018-12;87547000;Paris Austerlitz;76;1016;92.52
2018-12;87575001;Poitiers;16;566;97.17
2018-12;87576009;Vierzon;5;322;98.45
2018-12;87583005;Angouleme;43;390;88.97
2018-12;87594002;Brive-la-Gaillarde;6;350;98.29
2018-12;87611244;Montauban Ville Bourbon;13;319;95.92
2018-12;87615286;Carcassonne;25;283;91.17
2018-12;87671339;Lourdes;2;320;99.38
2018-12;87673400;Biarritz;18;365;95.07
2018-12;87726000;Saint-etienne Chateaucreux;13;265;95.09
2018-12;87732008;Vichy;7;282;97.52
2018-12;87741793;Bourg-Saint-Maurice;7;156;95.51
2018-12;87755009;Toulon;18;408;95.59
2018-12;87755447;Les Arcs - Draguignan;38;491;92.26
2018-12;87756056;Nice;53;748;92.91
2019-01;87394007;Chartres;12;173;93.06
2018-03;87394007;Chartres;14;221;93.67
2017-05;87394007;Chartres;7;261;97.32
